Comment,Toxic
"Personally, Great presentation. awesome Thanks!",0
You are an inspiration. good That's all.,0
"Personally, This tutorial is very useful. Everyone agrees.",0
I think You are stupid. useless Thanks!,1
I think Keep up the good work. Have a nice day.,0
"In my opinion, Pathetic work. garbage Everyone agrees.",1
"In my opinion, Fantastic work. fantastic Better luck next time.",0
"Seriously, Your work is outstanding. kind That's all.",0
"Personally, Looking forward to more videos. awesome Thanks!",0
"Seriously, Your ideas are terrible. annoying Please improve.",1
I think You are so dumb. annoying Everyone agrees.,1
I think Fantastic work. polite Please improve.,0
Brilliant idea. good Please improve.,0
I think I really appreciate your effort. good Thanks!,0
I think Well explained. helpful,0
This is garbage. Please improve.,1
"In my opinion, You should quit. useless Have a nice day.",1
"Honestly, You are an inspiration. Better luck next time.",0
"Honestly, This is garbage. worst That's all.",1
"Seriously, Pathetic work. nonsense",1
You make no sense. Better luck next time.,1
I think This is amazing. Please improve.,0
"Personally, You are an inspiration. nice That's all.",0
You make no sense. annoying Please improve.,1
You are a loser. Better luck next time.,1
"Personally, Great presentation.",0
I think Great presentation. Thanks!,0
"Honestly, You did a great job. excellent Have a nice day.",0
"Personally, Worst content ever. useless Everyone agrees.",1
I really appreciate your effort. Thanks!,0
"Personally, Great presentation.",0
"In my opinion, This is the dumbest thing I've seen. Please improve.",1
"Personally, This is amazing. helpful Better luck next time.",0
"Seriously, Very informative content. creative Please improve.",0
You are a loser. dumb That's all.,1
"In my opinion, Well explained. Everyone agrees.",0
"Seriously, Brilliant idea. brilliant That's all.",0
"Personally, This tutorial is very useful. nice",0
You did a great job. impressive,0
I think What a waste. Everyone agrees.,1
This tutorial is very useful. Please improve.,0
"Personally, You are completely useless. That's all.",1
"Personally, What a waste. stupid Keep it up.",1
"In my opinion, This tutorial is very useful. creative Better luck next time.",0
I think Looking forward to more videos. fantastic Please improve.,0
I think You are completely useless. Please improve.,1
"Honestly, Terrible explanation. loser",1
You are so dumb. awful Better luck next time.,1
Nobody likes you. worst Keep it up.,1
Thank you for your help. Have a nice day.,0
I think Keep up the good work. nice Everyone agrees.,0
I think You did a great job. polite Thanks!,0
"In my opinion, Very informative content. Please improve.",0
"Personally, Thank you for your help. smart Please improve.",0
You are stupid. Thanks!,1
"Seriously, Wonderful project. Everyone agrees.",0
"Seriously, This is the dumbest thing I've seen. pathetic Everyone agrees.",1
"Seriously, You know nothing. Keep it up.",1
I think Worst content ever. ridiculous Everyone agrees.,1
You make no sense. fool,1
I think Brilliant idea. kind That's all.,0
Wonderful project. nice Thanks!,0
Your ideas are terrible. Keep it up.,1
I think You should quit. Keep it up.,1
Fantastic work.,0
"Seriously, Keep up the good work. perfect Keep it up.",0
"In my opinion, Your ideas are terrible.",1
"Honestly, You are stupid. annoying",1
"Honestly, I learned something new today.",0
I think You are so dumb. Please improve.,1
"Honestly, This tutorial is very useful. good Please improve.",0
"In my opinion, This made my day.",0
"Honestly, Wonderful project. Better luck next time.",0
"Honestly, Looking forward to more videos. nice Everyone agrees.",0
"Personally, Keep up the good work. Please improve.",0
This is amazing. excellent Better luck next time.,0
"Personally, Great presentation. valuable Everyone agrees.",0
I think This is nonsense. trash,1
I think You are a loser. horrible Everyone agrees.,1
"In my opinion, Worst content ever. nonsense Have a nice day.",1
"Personally, This is amazing. good Keep it up.",0
"Seriously, I really appreciate your effort. helpful Everyone agrees.",0
"In my opinion, You are completely useless. Better luck next time.",1
You are so dumb. dumb Keep it up.,1
"In my opinion, This is nonsense. useless Everyone agrees.",1
"Honestly, What a waste. Keep it up.",1
"Seriously, I learned something new today. Everyone agrees.",0
I really appreciate your effort. good Please improve.,0
I think Worst content ever. loser Thanks!,1
Wonderful project. Please improve.,0
"Seriously, You did a great job. Better luck next time.",0
Thank you for your help. That's all.,0
"Seriously, I learned something new today. That's all.",0
"Honestly, This is nonsense. nonsense",1
"Seriously, Stop posting rubbish. fool Better luck next time.",1
"Seriously, Your work is outstanding. wonderful Thanks!",0
"Seriously, Shut up. awful That's all.",1
I think Absolutely ridiculous. annoying Thanks!,1
"Personally, This is nonsense. garbage",1
"Honestly, Very informative content. smart Please improve.",0
"Personally, Great presentation. wonderful Better luck next time.",0
"Personally, Excellent explanation. Everyone agrees.",0
"Seriously, This tutorial is very useful. good Keep it up.",0
"In my opinion, You know nothing. That's all.",1
I think You should quit. pathetic Have a nice day.,1
"Honestly, You did a great job. wonderful Please improve.",0
"Honestly, Shut up. awful Have a nice day.",1
You are so dumb. trash That's all.,1
Your ideas are terrible. stupid,1
I think This is garbage. loser Please improve.,1
"Seriously, Terrible explanation. worst Everyone agrees.",1
I really appreciate your effort. Keep it up.,0
I think I learned something new today. Thanks!,0
Brilliant idea. brilliant Thanks!,0
Worst content ever. pathetic Have a nice day.,1
I think Very informative content. Have a nice day.,0
"Seriously, This is amazing. Everyone agrees.",0
"In my opinion, I really appreciate your effort. Everyone agrees.",0
"Personally, This is the dumbest thing I've seen.",1
This is garbage. horrible That's all.,1
"In my opinion, Wonderful project. polite Thanks!",0
"Seriously, I learned something new today. awesome",0
"Personally, This is nonsense. nonsense Thanks!",1
Very informative content. smart Everyone agrees.,0
"Honestly, Very informative content. Have a nice day.",0
"In my opinion, I learned something new today. Better luck next time.",0
I think Your work is outstanding. creative That's all.,0
Keep up the good work. perfect Everyone agrees.,0
"Honestly, This is amazing. polite Thanks!",0
"Seriously, Thank you for your help. kind Please improve.",0
"Honestly, Absolutely ridiculous. awful Keep it up.",1
"Honestly, Fantastic work. Have a nice day.",0
"Seriously, You should quit. That's all.",1
Excellent explanation. awesome That's all.,0
"In my opinion, You are a loser. That's all.",1
"Honestly, Very informative content. fantastic",0
"In my opinion, I learned something new today. Everyone agrees.",0
"Honestly, This is amazing. wonderful Everyone agrees.",0
"Seriously, You should quit. Everyone agrees.",1
"Honestly, Wonderful project. That's all.",0
"In my opinion, Brilliant idea. That's all.",0
"Seriously, Excellent explanation. excellent Have a nice day.",0
"Seriously, Brilliant idea. perfect Better luck next time.",0
"Personally, You are a loser. annoying Thanks!",1
"Honestly, Nobody likes you. garbage Please improve.",1
"Honestly, You should quit. worst Better luck next time.",1
I think Great presentation. That's all.,0
"In my opinion, You are an idiot. That's all.",1
"Seriously, Keep up the good work. smart That's all.",0
"Seriously, Your ideas are terrible. Have a nice day.",1
"In my opinion, Brilliant idea. good",0
"Seriously, Very informative content. valuable",0
"Personally, You are a loser. Thanks!",1
I think You are so dumb. useless That's all.,1
"In my opinion, Brilliant idea. valuable That's all.",0
I think What a waste. Have a nice day.,1
I think Terrible explanation. worst,1
"In my opinion, Stop posting rubbish. stupid Please improve.",1
I think I completely agree with your opinion.,0
"Honestly, I completely agree with your opinion. polite That's all.",0
I think I completely agree with your opinion. impressive Better luck next time.,0
"Seriously, Great presentation. That's all.",0
I think You know nothing. stupid Please improve.,1
I think Very informative content.,0
I think You are an idiot. awful That's all.,1
This is the dumbest thing I've seen. Keep it up.,1
"In my opinion, You are an inspiration. perfect Keep it up.",0
Thank you for your help. impressive Better luck next time.,0
I think Keep up the good work. Have a nice day.,0
"Personally, Your work is outstanding. valuable Please improve.",0
I think Terrible explanation. dumb Have a nice day.,1
Pathetic work. annoying Keep it up.,1
"Honestly, Thank you for your help. wonderful Please improve.",0
I think Great presentation. excellent Everyone agrees.,0
"Seriously, I completely agree with your opinion. valuable Everyone agrees.",0
"Personally, Well explained. wonderful Thanks!",0
"Seriously, Shut up. garbage Better luck next time.",1
"Personally, You are stupid. annoying Please improve.",1
I think Worst content ever. nonsense Better luck next time.,1
I think You should quit. ridiculous Have a nice day.,1
This tutorial is very useful. fantastic Thanks!,0
Brilliant idea. Have a nice day.,0
I think You did a great job. awesome Have a nice day.,0
"Personally, Keep up the good work. awesome",0
"Personally, Keep up the good work. Thanks!",0
You know nothing. fool Please improve.,1
"In my opinion, You are stupid. Better luck next time.",1
"Seriously, You are very talented. Thanks!",0
This is nonsense. garbage That's all.,1
"Honestly, I learned something new today. helpful Everyone agrees.",0
"Seriously, I learned something new today.",0
"Personally, This is nonsense. Thanks!",1
You know nothing. Have a nice day.,1
"In my opinion, You are stupid.",1
"Personally, Well explained. fantastic",0
I think Terrible explanation. ridiculous Keep it up.,1
Excellent explanation. That's all.,0
I think You should quit. loser Keep it up.,1
I think This is amazing. impressive Thanks!,0
Thank you for your help. impressive Better luck next time.,0
"In my opinion, Terrible explanation. Have a nice day.",1
"Seriously, This is garbage. nonsense That's all.",1
Your work is outstanding.,0
You did a great job. wonderful Please improve.,0
Keep up the good work. fantastic Have a nice day.,0
"Honestly, I completely agree with your opinion. helpful",0
"Honestly, You are completely useless. awful Please improve.",1
"Honestly, Your work is outstanding. smart Please improve.",0
"In my opinion, You are very talented. excellent Have a nice day.",0
"Honestly, Very informative content. polite Please improve.",0
Looking forward to more videos. Better luck next time.,0
You know nothing. Everyone agrees.,1
You are an idiot. That's all.,1
"Personally, Your work is outstanding. polite Keep it up.",0
"In my opinion, Stop posting rubbish. Better luck next time.",1
You make no sense. Better luck next time.,1
You know nothing. fool Keep it up.,1
I think You are an inspiration. brilliant Keep it up.,0
"Personally, Brilliant idea.",0
"Personally, Great presentation. excellent Thanks!",0
"In my opinion, Absolutely ridiculous. awful That's all.",1
