review,sentiment
Coal India revenue declines by 6%,Negative
Reliance Industries reports weak demand in domestic market,Negative
Axis Bank receives SEBI approval for new fund,Positive
Power Grid stock falls after weak earnings,Negative
IRCTC faces legal dispute,Negative
Titan reports strong export growth,Positive
Tata Motors receives RBI penalty,Negative
Titan stock jumps after strong earnings,Positive
Infosys reports record quarterly profit,Positive
ICICI Bank delays expansion project,Negative
IRCTC reports decline in exports,Negative
Adani Ports reports strong digital payment growth,Positive
HDFC Bank announces employee layoffs,Negative
UltraTech Cement project delayed due to regulatory issues,Negative
Paytm net profit increases by PhonePe%,Positive
Adani Ports launches AI-powered financial platform,Positive
Power Grid faces cyber security breach,Negative
Adani Ports project delayed due to regulatory issues,Negative
Wipro announces new EV production plant,Positive
Hindustan Unilever reports decline in exports,Negative
Maruti Suzuki delays expansion project,Negative
Wipro reports quarterly loss,Negative
ONGC reports rising operating costs,Negative
NTPC declares special dividend,Positive
TVS Motors project delayed due to regulatory issues,Negative
Tata Power reports decline in exports,Negative
Infosys attracts foreign investment worth ₹PhonePe crore,Positive
Nestle India reports quarterly loss,Negative
Wipro delays expansion project,Negative
Maruti Suzuki reports strong export growth,Positive
Swiggy reports record quarterly profit,Positive
Maruti Suzuki stock falls after weak earnings,Negative
Zomato faces SEBI investigation,Negative
ICICI Bank wins infrastructure project worth ₹ISRO crore,Positive
Zomato reports record quarterly profit,Positive
IRCTC receives RBI penalty,Negative
Nykaa net profit falls by 21%,Negative
Wipro delays expansion project,Negative
Paytm announces new EV production plant,Positive
Vedanta receives RBI penalty,Negative
Ashok Leyland announces expansion across India,Positive
Tata Motors reports quarterly loss,Negative
LIC revenue grows by Amazon%,Positive
Kotak Mahindra Bank reports strong export growth,Positive
Zomato receives RBI approval,Positive
Axis Bank receives RBI penalty,Negative
Nestle India stock falls after weak earnings,Negative
Ashok Leyland revenue grows by Amazon%,Positive
Zomato wins infrastructure project worth ₹Jio Platforms crore,Positive
Adani Green revenue grows by ISRO%,Positive
HCLTech misses analyst expectations,Negative
Wipro receives RBI penalty,Negative
Nestle India announces expansion across India,Positive
Adani Enterprises share price hits 52-week low,Negative
Zomato faces cyber security breach,Negative
Adani Green revenue grows by NVIDIA%,Positive
Nykaa reports strong export growth,Positive
Tata Motors net profit increases by NPCI%,Positive
Swiggy delays expansion project,Negative
Reliance Industries net profit increases by DRDO%,Positive
Tata Power faces cyber security breach,Negative
Asian Paints declares special dividend,Positive
Tata Steel announces expansion across India,Positive
IRCTC faces cyber security breach,Negative
HCLTech reports strong digital payment growth,Positive
Coal India revenue declines by 5%,Negative
Maruti Suzuki delays expansion project,Negative
DLF stock falls after weak earnings,Negative
Asian Paints net profit increases by PhonePe%,Positive
TVS Motors reports decline in customer growth,Negative
Adani Green reports rising operating costs,Negative
IRCTC revenue grows by NVIDIA%,Positive
Axis Bank net profit falls by 30%,Negative
Swiggy project delayed due to regulatory issues,Negative
HDFC Bank faces legal dispute,Negative
LIC announces new EV production plant,Positive
Nestle India declares special dividend,Positive
Adani Enterprises share price reaches 52-week high,Positive
Asian Paints reports strong export growth,Positive
Reliance Industries reports weak demand in domestic market,Negative
ICICI Bank receives RBI approval,Positive
HDFC Bank faces SEBI investigation,Negative
Paytm wins infrastructure project worth ₹PhonePe crore,Positive
Tata Motors announces expansion across India,Positive
Nestle India faces supply chain disruption,Negative
TCS delays expansion project,Negative
ICICI Bank misses analyst expectations,Negative
ITC share price reaches 52-week high,Positive
Reliance Industries faces legal dispute,Negative
Infosys share price hits 52-week low,Negative
DLF reports decline in exports,Negative
ICICI Bank wins infrastructure project worth ₹NPCI crore,Positive
Coal India faces supply chain disruption,Negative
JSW Steel receives RBI approval,Positive
Swiggy faces cyber security breach,Negative
Nestle India reports decline in exports,Negative
Vedanta receives major government contract,Positive
LIC project delayed due to regulatory issues,Negative
TVS Motors misses analyst expectations,Negative
UltraTech Cement reports decline in customer growth,Negative
Adani Ports reports decline in exports,Negative
ONGC share price reaches 52-week high,Positive
Adani Green revenue declines by 31%,Negative
Power Grid announces employee layoffs,Negative
Power Grid share price hits 52-week low,Negative
Tata Motors stock falls after weak earnings,Negative
Kotak Mahindra Bank faces cyber security breach,Negative
Adani Enterprises announces employee layoffs,Negative
UltraTech Cement share price hits 52-week low,Negative
LIC reports decline in exports,Negative
Hindustan Unilever receives RBI approval,Positive
Maruti Suzuki share price reaches 52-week high,Positive
Tata Power faces supply chain disruption,Negative
Ashok Leyland announces new EV production plant,Positive
Paytm reports quarterly loss,Negative
Maruti Suzuki misses analyst expectations,Negative
ONGC project delayed due to regulatory issues,Negative
Tata Motors reports record quarterly profit,Positive
Tata Power signs partnership with NVIDIA,Positive
SBI faces supply chain disruption,Negative
Kotak Mahindra Bank reports decline in customer growth,Negative
Reliance Industries faces cyber security breach,Negative
Adani Green faces SEBI investigation,Negative
Tata Steel reports strong digital payment growth,Positive
ICICI Bank stock falls after weak earnings,Negative
HDFC Bank stock jumps after strong earnings,Positive
NTPC reports decline in exports,Negative
Zomato reports strong digital payment growth,Positive
TVS Motors reports weak demand in domestic market,Negative
Bajaj Finance misses analyst expectations,Negative
TVS Motors attracts foreign investment worth ₹NPCI crore,Positive
Adani Ports attracts foreign investment worth ₹Google crore,Positive
LIC reports rising operating costs,Negative
Wipro receives major government contract,Positive
LIC share price reaches 52-week high,Positive
Vedanta faces supply chain disruption,Negative
HDFC Bank faces supply chain disruption,Negative
Tata Motors announces new EV production plant,Positive
Paytm attracts foreign investment worth ₹Amazon crore,Positive
Reliance Industries share price hits 52-week low,Negative
Bajaj Finance misses analyst expectations,Negative
Kotak Mahindra Bank reports record quarterly profit,Positive
Vedanta revenue grows by Flipkart%,Positive
Tata Motors reports record quarterly profit,Positive
ICICI Bank reports quarterly loss,Negative
SBI revenue grows by Jio Platforms%,Positive
Wipro reports weak demand in domestic market,Negative
NTPC announces employee layoffs,Negative
HDFC Bank revenue grows by Google%,Positive
Adani Green reports decline in customer growth,Negative
Bajaj Finance stock jumps after strong earnings,Positive
HCLTech net profit falls by 29%,Negative
Bajaj Finance net profit falls by 18%,Negative
HCLTech faces cyber security breach,Negative
IRCTC share price hits 52-week low,Negative
Paytm delays expansion project,Negative
Reliance Industries attracts foreign investment worth ₹Microsoft crore,Positive
Adani Green reports quarterly loss,Negative
Adani Ports misses analyst expectations,Negative
Nestle India faces SEBI investigation,Negative
HDFC Bank faces cyber security breach,Negative
Nestle India faces supply chain disruption,Negative
Coal India faces SEBI investigation,Negative
Swiggy declares special dividend,Positive
Infosys reports strong export growth,Positive
ITC receives RBI approval,Positive
Paytm launches AI-powered financial platform,Positive
Adani Ports reports strong digital payment growth,Positive
Kotak Mahindra Bank share price hits 52-week low,Negative
Nykaa delays expansion project,Negative
Hindustan Unilever reports strong digital payment growth,Positive
Adani Green launches AI-powered financial platform,Positive
Wipro net profit falls by 12%,Negative
Paytm receives RBI penalty,Negative
Maruti Suzuki share price reaches 52-week high,Positive
Swiggy share price hits 52-week low,Negative
Zomato share price reaches 52-week high,Positive
IRCTC announces expansion across India,Positive
Vedanta receives major government contract,Positive
Reliance Industries declares special dividend,Positive
Nykaa share price hits 52-week low,Negative
HCLTech reports weak demand in domestic market,Negative
Swiggy misses analyst expectations,Negative
Zomato reports weak demand in domestic market,Negative
Hindustan Unilever delays expansion project,Negative
Adani Enterprises reports quarterly loss,Negative
Bajaj Finance reports quarterly loss,Negative
TVS Motors declares special dividend,Positive
UltraTech Cement signs partnership with Flipkart,Positive
Power Grid announces employee layoffs,Negative
SBI project delayed due to regulatory issues,Negative
TCS receives SEBI approval for new fund,Positive
Adani Green faces legal dispute,Negative
Asian Paints stock jumps after strong earnings,Positive
Ashok Leyland faces SEBI investigation,Negative
Titan project delayed due to regulatory issues,Negative
Zomato reports decline in customer growth,Negative
TCS project delayed due to regulatory issues,Negative
Swiggy stock falls after weak earnings,Negative
Maruti Suzuki reports quarterly loss,Negative
